product_index,article_id,score
3,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
3,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
3,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
3,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
4,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
4,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
4,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
4,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
4,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
4,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
4,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
4,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
4,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
4,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
5,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
5,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
5,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
5,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
5,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
5,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
5,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
5,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
5,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
5,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
6,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
6,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
6,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
6,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
6,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
6,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
6,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
6,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
6,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
6,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
7,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
7,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
7,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
7,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
7,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
7,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
7,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
7,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
7,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
7,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
8,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
8,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
8,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
8,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
8,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
8,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
8,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
8,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
8,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
8,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
9,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
9,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
9,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
9,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
9,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
9,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
9,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
9,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
9,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
9,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
10,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
10,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
10,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
10,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
10,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
10,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
10,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
10,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
10,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
10,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
11,e66545fd6a3e653bb119a699a7d657d52c8a06108701002abd21950468d0e048,0.999286
11,551eddcac5aa56f990d852d213477963ccc81003e648b46be40c8ebf2cc6ba5b,0.9985641
11,949536044fbfd593c18d042e910ff966667fae5506556ed32e310e967f934510,0.9985435
11,3366996f9765a4afb8acbcfc65794318670ab23683b0ac008d67567868937368,0.9983436
11,7070a593ce15507a284f834e8182fab7ac5e0f75ecf6cbf0de78a8b41c43fd11,0.99828756
11,d7708507d81c83a0d7b4ac72ca3673be032e638bb274aab3c63a6cd713eb4591,0.9982547
11,ccba92602059f7c2aee235aa50fdfb6ffe77e388f07069696f985dc70d0e5320,0.9982022
11,6c8b81238f05d6467edac3830797ff5fb9d59a5fcfe729d5b10380011fda98c7,0.9981969
11,93c6bb66d7b348b682ccbc16eaf0debdd7939669a069094203c47fc2006ad046,0.9981129
11,8a5f5655ccd86e15bd8d63675203425dd5332601ad5ea3aa5ed05043eb00644d,0.99805164
